phrase,phrase_puj,phrase_simple_puj,freq,mandarin,english,source,tag
過漿,kùe-chieⁿ,kue3-chienn1,k10,上漿,starch to,汕頭話讀本,
過責,kùe-cheh,kue3-cheh4,k00,責備,,考釋,人|行動
過限,kùe-hãn,kue3-han6,k10,過期,"payment, nonpunctual",汕頭話讀本,職業|經商
道理,tõ-lí,to6-li2,k10,道理,doctrine,汕頭話讀本,
道臺,tãu-thâi,tau6-thai5,k10,道臺,taot'ai,汕頭話讀本,
適意,sek-î,sek4-i5,k00,樂意,,考釋,人|情緒
遭塌,tak-nn̄g,tak4-nng7,k00,浪費,waste,汕頭話讀本,
邀走,kiau-tsãu,kiau1-tsau6,k10,誘走,induce,汕頭話讀本,
還了,huân-liáu,huan5-liau2,k10,還了,besides|still,汕頭話讀本,
邋遢,lap-thap,lap4-thap4,k00,邋遢,,考釋,人|品評
邪術,siâ-su̍t,sia5-sut8,k10,邪術,sorcery,汕頭話讀本,
鄉下儂,hieⁿ-ẽ-nâng,hienn1-e6-nang5,k10,鄉下人,peasant|rustic,汕頭話讀本,
鄉里,hieⁿ-lí,hienn1-li2,k00,鄉村,village|a village,汕頭話讀本,
鄕里,hieⁿ-lí,hienn1-li2,k00,鄉村,,汕頭話讀本,起居|場所
鄰近,lîn-kṳ̃n,lin5-kurn6,k10,鄰近,adjacent,汕頭話讀本,
配分儂,tsò--pun-nâng,tso3--pun1-nang5,k10,許配,betroth a girl to a person,汕頭話讀本,
酒杯,chiú-pue,chiu2-pue1,k10,酒杯,liquor glasses,汕頭話讀本,
酒機,chiú-kúi,chiu2-kui2,k10,酒機,a cockscrew,汕頭話讀本,
酒錢,chiú-chîⁿ,chiu2-chinn5,k00,郵費,postage,汕頭話讀本,職業|經商
酒鍾,chiú-cheng,chiu2-cheng1,k10,酒鍾,chinese liquor cups,汕頭話讀本,
酒開,chiú-khui,chiu2-khui1,k00,開瓶器,,,飲食|物件
酒餅,chiú-piáⁿ,chiu2-piann2,k10,酒餅,yeast,汕頭話讀本,
酥,sou,sou1,k00,脆,brittle,汕頭話讀本,飲食
酵母,kàⁿ-bó,kann3-bo2,k10,酵母,yeast,汕頭話讀本,
酸柑,sng-kaⁿ,sng1-kann1,k10,酸柑,lime,汕頭話讀本,
酸菜,sng-tshài,sng1-tshai3,k10,酸菜,pickles,汕頭話讀本,
醃雞,iam-koi,iam1-koi1,k10,醃雞,capon,汕頭話讀本,
醒起來,chhéⁿ--khí-lâi,chhenn2--khi2-lai5,k10,醒起來,awake,汕頭話讀本,
醪,lô,lo5,k00,渾濁,,考釋,飲食
醫生,ui-seng,ui1-seng1,k10,醫生,physician,汕頭話讀本,
醫館,ui-kuán,ui1-kuan2,k20,醫院,hospital,汕頭話讀本,健康
重傷,tãng-sieⁿ,tang6-sienn1,k10,重傷,severe,汕頭話讀本,
重利,tãng-lāi,tang6-lai7,k00,高利,usury,汕頭話讀本,職業|經商
重擔,tãng-tàⁿ,tang6-tann3,k10,重擔,burden,汕頭話讀本,
重病,tāng-pēⁿ,tang7-penn7,k10,重病,seriaus as sickness,汕頭話讀本,
重重光,tãng-tãng-kng,tang6-tang6-kng1,k10,亮堂堂,bright very,汕頭話讀本,
野樣,iá-iēⁿ,ia2-ienn7,k00,醜陋,ugly,汕頭話讀本,人|品評
量地,niêⁿ-tī,nienn5-ti7,k10,量地,survey,汕頭話讀本,
金器,kim-khùi,kim1-khui3,k10,金飾,jewellery,汕頭話讀本,打扮
金橄欖,kim-kaⁿ-náⁿ,kim1-kann1-nann2,k10,金橄欖,chillies,汕頭話讀本,
金沙,kim-sua,kim1-sua1,k10,金沙,golddust,汕頭話讀本,
金鑾殿,kim-luân-tōiⁿ,kim1-luan5-toinn7,k10,金鑾殿,throne,汕頭話讀本,
釘咬,teng-kã,teng1-ka6,k00,鉗子,,汕頭話讀本,起居|物件
釘鉸,teng-kã,teng1-ka6,k00,鉗子,nippers,汕頭話讀本,
鈕,liú,liu2,k00,鈕扣,button|buttons,汕頭話讀本,打扮
鈕縫,liú-phāng,liu2-phang7,k00,鈕扣孔,button holes,汕頭話讀本,打扮
鉛子,în-chí,in5-chi2,k10,鉛子,bullet|shot,汕頭話讀本,
鉛筆,în-pit,in5-pit4,k10,鉛筆,pencil (lead.),汕頭話讀本,
鉸刀,ka-to,ka1-to1,k00,剪刀,scissors,汕頭話讀本,起居|物件
鉸布,ka-pòu,ka1-pou3,k10,剪布,buy as cloth,汕頭話讀本,
鉸衫褲,ka-saⁿ-khòu,ka1-sann1-khou3,k10,剪衣服,to cut out a dress,汕頭話讀本,
銀單,ngṳ̂n-tuaⁿ,ngurn5-tuann1,k10,匯票,"draft|order, money",汕頭話讀本,職業|經商
銀庫,ngṳ̂n-khòu,ngurn5-khou3,k10,金庫,treasury,汕頭話讀本,
銀水,ngṳ̂n-tsúi,ngurn5-tsui2,k10,銀水,premium,汕頭話讀本,
銀硃,ngṳ̂n-tsu,ngurn5-tsu1,k10,銀硃,vermilion,汕頭話讀本,
銀行,ngṳ̂n-hâng,ngurn5-hang5,k10,銀行,bank,汕頭話讀本,
銀錠,ngṳ̂n-tiãⁿ,ngurn5-tiann6,k10,銀錠,sacrificial paper,汕頭話讀本,
銃,chhèng,chheng3,k10,槍,gun,汕頭話讀本,戰爭
銃子,chhèng-chí,chheng3-chi2,k10,子彈,bullet|shot|shots,汕頭話讀本,戰爭
銃空,chhèng-khang,chheng3-khang1,k10,槍管,calibre,汕頭話讀本,戰爭
銃藥,chhèng-ie̍h,chheng3-ieh8,k10,彈藥,gunpowder,汕頭話讀本,
銅指,tâng-tsóiⁿ,tang5-tsoinn2,k10,頂針,a thimble,汕頭話讀本,起居|物件
銅線,tâng-suàⁿ,tang5-suann3,k10,銅線,wire,汕頭話讀本,
銅薄,tâng-po̍h,tang5-poh8,k00,銅板,brass leaf|sheet copper,汕頭話讀本,職業|經商
銅銀,tâng-ngṳ̂n,tang5-ngurn5,k10,銅銀,counterfeit,汕頭話讀本,
銅鍋,tâng-ue,tang5-ue1,k10,銅鍋,a chinese brass kettle,汕頭話讀本,
銜瓏術,hâm-lám-su̍t,ham5-lam2-sut8,k10,陀螺,top,汕頭話讀本,
鋤頭,tṳ̂-thâu,tur5-thau5,k10,鋤頭,a hoe,汕頭話讀本,
鋪石,phou-chie̍h,phou1-chieh8,k10,鋪石,pave,汕頭話讀本,
舖路,phòu-lōu,phou3-lou7,k10,十里,mile,汕頭話讀本,
鋪陳,phou-tîn,phou1-tin5,k00,鋪蓋,,考釋,起居|物件
鋯絲,khò-si,kho3-si1,k10,鋯絲,sycee,汕頭話讀本,
鋸銊,kṳ̀-sut,kur3-sut4,k10,鋸屑,saw dust,汕頭話讀本,
錢紙,chîⁿ-tsuá,chinn5-tsua2,k10,紙錢,sacrificial paper,汕頭話讀本,
錢銀,chîⁿ-ngṳ̂u,chinn5-nguru5,k10,錢財,money,汕頭話讀本,
錫薄,siah-po̍h,siah4-poh8,k00,錫箔,tinfoil,汕頭話讀本,職業|經商
錯,tshoh,tshoh4,k00,嗆,,考釋,健康
鍋,ue,ue1,k00,水壺,,汕頭話讀本,飲食|物件
鍋囝,ue-kiáⁿ,ue1-kiann2,k10,小鍋,a chinese earthen kettle,汕頭話讀本,
鍟鍋,seⁿ-ue,senn1-ue1,k10,鍟鍋,a kettle,汕頭話讀本,
鎏金,liū-kim,liu7-kim1,k10,鍍金,gild,汕頭話讀本,
鎏金器,liū-kim-khì,liu7-kim1-khi3,k00,鑲金器,plated gold,汕頭話讀本,職業|經商
鎏銀器,liū-ngṳ̂n-khì,liu7-ngurn5-khi3,k10,鎏銀器,"plated ware, silver",汕頭話讀本,
鎖,só,so2,k00,鎖頭,,汕頭話讀本,起居|物件
鎖匙,só-sî,so2-si5,k00,鑰匙,key,汕頭話讀本,起居|物件
鎖頭,só-thâu,so2-thau5,k10,鎖頭,lock|padlock,汕頭話讀本,
鎮中,tìn-tang,tin3-tang1,k10,鎮中,centre|middle,汕頭話讀本,
鎮路,tìn-lōu,tin3-lou7,k10,鎮路,obstruct,汕頭話讀本,
鏇,suān,suan7,k20,鑽石,diamond,汕頭話讀本,職業|經商
鐵匙,thih-sî,thih4-si5,k10,鐵勺,a fire shovel,汕頭話讀本,
鐵棍,thih-kùn,thih4-kun3,k00,鐵棒,ironbar,汕頭話讀本,職業|經商
鐵甲萬,thih-kap-buān,thih4-kap4-buan7,k10,鐵甲萬,safe,汕頭話讀本,
鐵碎,thih-tshùi,thih4-tshui3,k00,鐵屑,ironfilings,汕頭話讀本,職業|經商
鐵筆,thih-pit,thih4-pit4,k20,鋼筆,steelpen,汕頭話讀本,教育
鐵貓,thih-ngiau,thih4-ngiau1,k10,捕鼠器,trap,汕頭話讀本,
鐵釘,thih-teng,thih4-teng1,k10,鐵釘,a nail,汕頭話讀本,
鐵鈀,thih-pê,thih4-pe5,k10,鐵鈀,harrow,汕頭話讀本,
鐵鉗,thih-kîⁿ,thih4-kinn5,k10,鐵鉗,tongs,汕頭話讀本,
鐵錘,thih-thûi,thih4-thui5,k10,鐵錘,hammer,汕頭話讀本,
鐵鍊,thih-liēn,thih4-lien7,k10,鐵鍊,chains,汕頭話讀本,
鐵鏨,thih-tsãm,thih4-tsam6,k10,鐵鏨,chisel for cutting iron,汕頭話讀本,
鐵鑱,thih-chhiâm,thih4-chhiam5,k10,鐵鏟,spade,汕頭話讀本,
鑄鐵,tsù-thih,tsu3-thih4,k10,鑄鐵,cast,汕頭話讀本,
鑤,pàu,pau3,k20,小罐子,a small jar,汕頭話讀本,飲食|物件
鑽囝,tsǹg-kiáⁿ,tsng3-kiann2,k10,鑽子,borer|an awl,汕頭話讀本,
鑽空,tsǹg-khang,tsng3-khang1,k10,鑽空,perforate,汕頭話讀本,
鑿囝,tsha̍k-kiáⁿ,tshak8-kiann2,k00,鑿子,chisel|a chisel,汕頭話讀本,起居|物件
鑿囝,tsha̍k-kiáⁿ,tshak8-kiann2,k00,錐子,,汕頭話讀本,起居|物件
長命,tn̂g-miāⁿ,tng5-miann7,k10,長命,longevity,汕頭話讀本,
長椅,tn̂g-íⁿ,tng5-inn2,k10,長椅,bench,汕頭話讀本,
長衫,tn̂g-saⁿ,tng5-sann1,k10,長衫,a long coat,汕頭話讀本,
門扇後,mn̂g-sìⁿ-ãu,mng5-sinn3-au6,k00,門後,,考釋,起居|場所
門拴,mn̂g-chhēng,mng5-chheng7,k10,門拴,bolt,汕頭話讀本,
門閂,mn̂g-tshuàⁿ,mng5-tshuann3,k10,門閂,bolt,汕頭話讀本,
閂門,tshuàⁿ-mn̂g,tshuann3-mng5,k10,閂門,bolt a door,汕頭話讀本,
開單,khui-tuaⁿ,khui1-tuann1,k00,開賬,to make out an account,汕頭話讀本,職業|經商
開帆,khui-phâng,khui1-phang5,k00,揚帆,to unfurl sail,汕頭話讀本,職業|行船
開放,khai-pàng,khai1-pang3,k10,開放,withdraw,汕頭話讀本,
開花,khui-hue,khui1-hue1,k10,開花,blossom,汕頭話讀本,
閏月,zūn-gu̍eh,zun7-gueh8,k10,閏月,an intercalary moon,汕頭話讀本,
閒遊,ôiⁿ-iû,oinn5-iu5,k00,閒逛,saunter,汕頭話讀本,人|行動
閘路,tsa̍h-lōu,tsah8-lou7,k10,閘路,obstruct,汕頭話讀本,
闊,khuah,khuah4,k00,寬,broad|wide,汕頭話讀本,入門
闊達,khuah-ta̍k,khuah4-tak8,k00,(心胸)寬廣,,,人|品評
阮,ún,un2,k00,我們(不包含聽者),we (not including the person addressed.),汕頭話讀本,入門
阿丈,a-tiẽⁿ,a1-tienn6,k10,阿丈,paternal aunt's husband|maternal aunt's husband,汕頭話讀本,
阿伯,a-peh,a1-peh4,k10,阿伯,"granduncle's child, elder|elder paternal uncle|husband's elder brother",汕頭話讀本,
阿兄,a-hiaⁿ,a1-hiann1,k10,阿兄,brother,汕頭話讀本,
阿公,a-kong,a1-kong1,k00,爺爺,grandfather,考釋|汕頭話讀本,人|稱呼
阿叔,a-chek,a1-chek4,k10,阿叔,"granduncle's child, younger|younger paternal uncle|husband's younger brother",汕頭話讀本,
阿奴,a-nouⁿ,a1-nounn1,k10,阿奴,servant,汕頭話讀本,
阿奶,a-náiⁿ,a1-nainn2,k10,阿奶,lady,汕頭話讀本,
阿妗,a-kĩm,a1-kim6,k00,舅母,maternal uncle's wife,考釋,人|稱呼
阿妮,a-neⁿ,a1-nenn1,k10,阿妮,mother,汕頭話讀本,
阿妹,a-mūe,a1-mue7,k10,阿妹,sister,汕頭話讀本,
阿姆,a-ḿ,a1-m2,k10,阿姆,elder paternal uncle's wife,汕頭話讀本,
阿姊,a-ché,a1-che2,k10,阿姊,sister,汕頭話讀本,
阿姑,a-kou,a1-kou1,k10,阿姑,paternal aunt,汕頭話讀本,
阿姨,a-î,a1-i5,k10,阿姨,maternal aunt|wife's sisters,,
阿娘,a-niêⁿ,a1-nienn5,k10,夫人,lady,汕頭話讀本,人|稱呼
阿娘囝,a-niêⁿ-kiáⁿ,a1-nienn5-kiann2,k10,小姐,miss,汕頭話讀本,人|稱呼
阿媽,a-má,a1-ma2,k00,奶奶,grandmother,考釋,人|稱呼
阿嫂,a-só,a1-so2,k10,阿嫂,elder brother's wife,汕頭話讀本,
阿嬭,a-ni,a1-ni1,k10,奶媽(面稱),,考釋,人|稱呼
阿嬸,a-sím,a1-sim2,k10,阿嬸,younger paternal uncle's wife,汕頭話讀本,
阿孥,a-nôuⁿ,a1-nounn5,k10,孩兒,boy|child|infant,汕頭話讀本,
阿弟,a-tĩ,a1-ti6,k10,阿弟,brother,汕頭話讀本,
阿旦,a-tuàⁿ,a1-tuann3,k10,阿旦,actor,汕頭話讀本,
阿母,a-bó,a1-bo2,k10,阿母,mother,汕頭話讀本,
阿父,a-pẽ,a1-pe6,k10,阿父,father,汕頭話讀本,
阿爸,a-pa,a1-pa1,k10,阿爸,father,汕頭話讀本,
阿爹,a-tia,a1-tia1,k10,阿爹,father,汕頭話讀本,
阿總,a-tsóng,a1-tsong2,k10,阿總,policeman,汕頭話讀本,
阿舅,a-kũ,a1-ku6,k10,阿舅,maternal uncle|wife's brothers,汕頭話讀本,
阿舍,a-sià,a1-sia3,k20,富少,,考釋,人|稱呼
阿郞,a-nn̂g,a1-nng5,k10,阿郞,sister's husband,汕頭話讀本,
阿𡟓(U+217D3),a-âi,a1-ai5,k00,媽媽,,考釋,人|稱呼
陂,pi,pi1,k00,哨子,,汕頭話讀本,職業|行船
降服,hâng-ho̍k,hang5-hok8,k10,降服,surrender,汕頭話讀本,
降級,kàng-khip,kang3-khip4,k10,降級,degrade,汕頭話讀本,
除,tṳ̂,tur5,k00,減,annoy|deduct|exclude|subtract|tease|to subtract,汕頭話讀本,職業|經商
除掉,tṳ̂-tiàu,tur5-tiau3,k10,除掉,abolish,汕頭話讀本,
除斷,tṳ̂-tñg,tur5-tng6,k10,除斷,tease,汕頭話讀本,
除法,tṳ̂-huap,tur5-huap4,k10,除法,subtraction,汕頭話讀本,
陽車火船,iâng-chhia húe-tsûn,iang5-chhia1 hue2-tsun5,k20,明輪船,,汕頭話讀本,職業|行船
隔乳,keh-nĩ,keh4-ni6,k00,斷奶,wean,汕頭話讀本,飲食
隨時,sûi-sî,sui5-si5,k10,隨時,immediately,汕頭話讀本,
險險,hiám-hiám,hiam2-hiam2,k10,險險,almost,汕頭話讀本,
雀暝,chiáu-mê,chiau2-me5,k00,夜盲,,考釋,健康
雄,hiông,hiong5,k00,快,fast,汕頭話讀本,入門
雅,ngiá,ngia2,k00,漂亮,beautiful|pretty,汕頭話讀本,人|品評
雅在,ngiá-tsãi,ngia2-tsai6,k00,很漂亮,,汕頭話讀本,人|品評
雖然,sui-jiên,sui1-jien5,k10,雖然,although,汕頭話讀本,
雙生,sang-seⁿ,sang1-senn1,k10,雙生,twins,汕頭話讀本,
雜物,tsa̍p-mu̍eh,tsap8-mueh8,k10,雜物,miscellaneous articles,汕頭話讀本,
雜疾,tsa̍p-chi̍p,tsap8-chip8,k00,不舒坦,,,人|情緒
雞卵粿,koi-nñg-kúe,koi1-nng6-kue2,k10,蛋糕,sponge cake,汕頭話讀本,
雞囝,koi-kiáⁿ,koi1-kiann2,k10,雞囝,chicken,汕頭話讀本,
雞毛筅,koi-mô-tshóiⁿ,koi1-mo5-tshoinn2,k00,雞毛撣子,featherduster,汕頭話讀本,職業|經商
雞翁,koi-ang,koi1-ang1,k00,公雞,cock,汕頭話讀本,動物|家禽
雞鴨,koi-ah,koi1-ah4,k10,雞鴨,poultry,汕頭話讀本,
離別,lî-pie̍t,li5-piet8,k10,離別,,汕頭話讀本,
離經,lî-keng,li5-keng1,k10,離經,dangerous|horrible,汕頭話讀本,
離開,lî-khui,li5-khui1,k10,離開,depart,汕頭話讀本,
難,oh,oh4,k00,困難,difficult,汕頭話讀本,入門
難趁,oh-thàn,oh4-than3,k10,難賺,unprofitable,汕頭話讀本,
難醫,oh-ui,oh4-ui1,k10,難醫,difficult to cure,汕頭話讀本,
雨傘,hõu-suàⁿ,hou6-suann3,k10,雨傘,an umbrella,汕頭話讀本,
雨囝,hõu-kiáⁿ,hou6-kiann2,k10,雨點,drizzle,汕頭話讀本,
雪帽,soh-bō,soh4-bo7,k10,雪帽,hood,汕頭話讀本,
雪柑,soh-kaⁿ,soh4-kann1,k10,雪柑,common orange,汕頭話讀本,
雪雪白,soh-soh-pe̍h,soh4-soh4-peh8,k10,雪白,snowwhite,汕頭話讀本,
零些,lân-ló,lan5-lo2,k10,一些,little,汕頭話讀本,入門
零些,lân-san,lan5-san1,k10,零星,miscellaneous,汕頭話讀本,
零些賣,lân-san-bōi,lan5-san1-boi7,k10,零售,retail,汕頭話讀本,職業|經商
零碎,tshàm-tshùi,tsham3-tshui3,k10,零碎,miscellaneous,汕頭話讀本,
零須,lân-ló,lan5-lo2,k10,零星,some,汕頭話讀本,
雷公,lûi-kong,lui5-kong1,k10,雷公,"thunder, lightning",汕頭話讀本,
雹,pha̍k,phak8,k00,冰雹,hail,汕頭話讀本,天地
電報,tiẽn-pò,tien6-po3,k10,電報,telegram,汕頭話讀本,
電報線,tiẽn-pò-suàⁿ,tien6-po3-suann3,k10,電報線,telegraph,汕頭話讀本,
霧水,bū-tsúi,bu7-tsui2,k10,霧水,spurt,汕頭話讀本,
露水,lōu-tsúi,lou7-tsui2,k10,露水,dew,汕頭話讀本,
露鹽,lõu-kiâm,lou6-kiam5,k10,露鹽,"salt, to",汕頭話讀本,
靈精,lêng-cheng,leng5-cheng1,k00,機靈,lively,汕頭話讀本,人|品評
靈魂,lêng-hûn,leng5-hun5,k10,靈魂,soul,汕頭話讀本,
青天,chheⁿ-thiⁿ,chhenn1-thinn1,k10,青天,sky,汕頭話讀本,
青布,chhíⁿ-pòu,chhinn2-pou3,k10,青布,blue cloth,汕頭話讀本,
青番,chheⁿ-huan,chhenn1-huan1,k10,青番,savage,汕頭話讀本,
青盲,chheⁿ-mê,chhenn1-me5,k00,瞎,blind,汕頭話讀本,健康
青青,chheⁿ-chheⁿ,chhenn1-chhenn1,k10,青青,pale|pale in fright,汕頭話讀本,
靜靜,chẽⁿ-chẽⁿ,chenn6-chenn6,k10,靜靜,quiet|silent,汕頭話讀本,
面,mīn,min7,k00,臉,page|face,汕頭話讀本,人|身體
面䩍(U+4A4D)䩍青,mīn-liau-liau-cheⁿ,min7-liau1-liau1-chenn1,k00,臉色蒼白,,考釋,人|品評
面布,mīn-pòu,min7-pou3,k00,(洗臉用)毛巾,a towel for the face,汕頭話讀本,起居|物件
面會,mīn-hũe,min7-hue6,k00,會面,to meet together (so as to see if the accounts of each other correspond.),汕頭話讀本,職業|經商
面桶,mīn-tháng,min7-thang2,k10,面桶,do. (wooden.),汕頭話讀本,
面桶架,mīn-tháng-kè,min7-thang2-ke3,k10,面桶架,do. stand,汕頭話讀本,
面皮,mīn-phûe,min7-phue5,k00,臉皮,,考釋,人|身體
面盆,mīn-phûn,min7-phun5,k00,臉盆,a wash basin,汕頭話讀本,起居|物件
面色,mīn-sek,min7-sek4,k10,面色,complexion,汕頭話讀本,
鞋刷,ôi-sueh,oi5-sueh4,k10,鞋刷,shoe brush,汕頭話讀本,
鞋帶,ôi-tuà,oi5-tua3,k10,鞋帶,latchet,汕頭話讀本,
鞋底,ôi-tói,oi5-toi2,k10,鞋底,sole of shoe,汕頭話讀本,
鞋拖,ôi-thua,oi5-thua1,k00,拖鞋,slippers,汕頭話讀本,打扮
頃囝,khùn-kiáⁿ,khun3-kiann2,k10,一會兒,awhile,汕頭話讀本,
順流,sũn-lâu,sun6-lau5,k10,順流,fair tide,汕頭話讀本,
順風,sũn-huang,sun6-huang1,k10,順風,fair wind,汕頭話讀本,
預,ṳ̃,ur6,k00,準備,prepare,汕頭話讀本,人|行動
預備,ṳ̃-pĩ,ur6-pi6,k10,預備,prepare,汕頭話讀本,
頓手,tùn-chhiú,tun3-chhiu2,k10,握手,shake hands,汕頭話讀本,
領事官,niáⁿ-sṳ̄-kuaⁿ,niann2-sur7-kuann1,k10,領事官,consul,汕頭話讀本,
領事府,niáⁿ-sṳ̄-hú,niann2-sur7-hu2,k10,領事府,consul,汕頭話讀本,
頭儂,thâu-nâng,thau5-nang5,k10,頭目,ringleader,汕頭話讀本,法律
頭家,thâu-ke,thau5-ke1,k00,老闆,,考釋,職業|經商
頭布,tháu-pòu,thau2-pou3,k00,頭巾,turban,汕頭話讀本,打扮
頭彩,thâu-tshái,thau5-tshai2,k10,頭彩,commencement,汕頭話讀本,
頭拒,thâu-kṳ̂,thau5-kur5,k10,頭拒,bowsprit,汕頭話讀本,
頭殼,thâu-khak,thau5-khak4,k10,腦殼,head,汕頭話讀本,
頭殼碗,thâu-khak-uáⁿ,thau5-khak4-uann2,k10,腦殼,skull,汕頭話讀本,
頭殼髓,thâu-khak-tshúe,thau5-khak4-tshue2,k10,頭殼髓,brain,汕頭話讀本,
頭毛,thâu-mô,thau5-mo5,k00,頭髮,"hair of the head, (human.)",汕頭話讀本,人|身體
頭眩,thâu-hîn,thau5-hin5,k00,頭痛,,汕頭話讀本,健康
頭路,thâu-lōu,thau5-lou7,k00,工作,employment,汕頭話讀本,職業|經商
頰溝,kih-kau,kih4-kau1,k00,臉頰,cheek|cheeks,汕頭話讀本,人|身體
頷,ãm,am6,k00,頸,neck,汕頭話讀本,人|身體
頷幋,ãm-phuân,am6-phuan5,k10,圍巾,,考釋,打扮
頷幔,ãm-mua,am6-mua1,k10,圍巾,,,打扮
頷領,ãm-niáⁿ,am6-niann2,k00,衣領,collar|a collar,汕頭話讀本,打扮
題錢,tôi-chîⁿ,toi5-chinn5,k10,捐錢,contribute|subscribe,汕頭話讀本,
額囟,hia̍h-sìn,hiah8-sin3,k00,囟門,,考釋,人|身體
額門神,hia̍h-mn̂g-sîn,hiah8-mng5-sin5,k10,額頭,forehead,汕頭話讀本,
額頭,hia̍h-thâu,hiah8-thau5,k00,前額,,考釋,人|身體
顛倒,tin-tò,tin1-to3,k10,顛倒,"contrary on the|on the contrary, on the other hand",汕頭話讀本,
顛倒倒,tin-tò-táu,tin1-to3-tau2,k10,顛倒,turn upside down,汕頭話讀本,
顛倒頭,tin-tò-thâu,tin1-to3-thau5,k10,顛倒,upside down,汕頭話讀本,
顯微鏡,hién-mûiⁿ-kiàⁿ,hien2-muinn5-kiann3,k10,顯微鏡,magnifying glass|microscope,汕頭話讀本,
風俗,hong-so̍k,hong1-sok8,k10,風俗,custom,汕頭話讀本,
風扇,huang-sĩⁿ,huang1-sinn6,k10,風扇,punkah,汕頭話讀本,
風水,huang-tsúi,huang1-tsui2,k10,風水,grave,汕頭話讀本,
風爐,huang-lôu,huang1-lou5,k00,火爐,a stove,汕頭話讀本,飲食|物件
風禽,huang-khîm,huang1-khim5,k00,風箏,kite,汕頭話讀本,起居|物件
風聲,hong-siaⁿ,hong1-siann1,k10,風聲,rumour,汕頭話讀本,
風險,hong-hiám,hong1-hiam2,k10,風險,dangerous,汕頭話讀本,
風雨針,huang-hōu-tsam,huang1-hou7-tsam1,k10,晴雨表,barometer,汕頭話讀本,天地
風颱,huang-thai,huang1-thai1,k00,颱風,typhoon,汕頭話讀本,天地
食,chia̍h,chiah8,k00,吃,food|drink|live|eat,汕頭話讀本,人|行動
食凉,chia̍h-liâng,chiah8-liang5,k10,食凉,to take something cooling,汕頭話讀本,
食夜昏,chia̍h-mê-hng,chiah8-me5-hng1,k10,吃晚餐,supper,汕頭話讀本,
食床,chia̍h-tshn̂g,chiah8-tshng5,k10,餐桌,a dining table,汕頭話讀本,
食房,chia̍h-pâng,chiah8-pang5,k10,餐廳,a dining room,汕頭話讀本,起居|場所
食桌,chia̍h-toh,chiah8-toh4,k10,餐桌,feast to eat,汕頭話讀本,
食槅,chia̍h-keh,chiah8-keh4,k10,飯盒,,考釋,飲食|物件
食櫥,chia̍h-tû,chiah8-tu5,k10,食櫥,a cupboard,汕頭話讀本,
食死儂,chia̍h-sí-nâng,chiah8-si2-nang5,k10,吃死人,poison,汕頭話讀本,
食毋落,chia̍h-m̃-lo̍h,chiah8-m6-loh8,k10,吃不下,appetite no,汕頭話讀本,
食瀉,chia̍h-sià,chiah8-sia3,k10,吃瀉藥,to take an aperient,汕頭話讀本,
食牀,chia̍h-tshn̂g,chiah8-tshng5,k10,餐桌,,汕頭話讀本,飲食|物件
食痘,chia̍h-tāu,chiah8-tau7,k10,水痘,chickenpox,汕頭話讀本,健康
食瞑起,chia̍h-mèng-khí,chiah8-meng3-khi2,k10,吃早餐,breakfast,汕頭話讀本,
食積,chia̍h-chek,chiah8-chek4,k00,積食,,考釋,健康
食粥,chia̍h-mûe,chiah8-mue5,k10,喝粥,measles,汕頭話讀本,
食臊,chia̍h-tsho,chiah8-tsho1,k00,吃葷,,考釋,飲食
食草,chia̍h-tsháu,chiah8-tshau2,k10,吃草,graze,汕頭話讀本,
食薰,chia̍h-hun,chiah8-hun1,k00,抽菸,smoke,考釋,活動
食藥,chia̍h-ie̍h,chiah8-ieh8,k10,吃藥,to take medicine,汕頭話讀本,
食補,chia̍h-póu,chiah8-pou2,k10,吃補品,"to take something very strengthening as ginseng, deer horn, &c",汕頭話讀本,
食酒醉,chia̍h-chiú-tsùi,chiah8-chiu2-tsui3,k10,喝醉酒,drunkenness,汕頭話讀本,
食錢,chia̍h-chîⁿ,chiah8-chinn5,k00,受賄,bribe to receive,汕頭話讀本,法律
食齋,chia̍h-che,chiah8-che1,k10,吃齋,vegetarian,汕頭話讀本,
飯床,pn̄g-tshn̂g,png7-tshng5,k00,飯桌,,考釋,
飯牀,pn̄g-tshn̂g,png7-tshng5,k00,飯桌,,考釋,飲食|物件
飯粒,pn̄g-lia̍p,png7-liap8,k10,飯粒,poultice,汕頭話讀本,
飲,ám,am2,k00,米湯,rice water,汕頭話讀本,飲食
餅藥,piáⁿ-ie̍h,piann2-ieh8,k10,(中國)肥皂,soap (chinese.),汕頭話讀本,起居|物件
餉,hiàng,hiang3,k10,關稅,"revenue|tax|duty, (customs",汕頭話讀本,職業|經商
餉牌,hiàng-pâi,hiang3-pai5,k10,餉牌,tariff,汕頭話讀本,
餉粮,hiàng-niêⁿ,hiang3-nienn5,k10,餉粮,revenue,汕頭話讀本,
餉關,hiàng-kuan,hiang3-kuan1,k10,海關,a customhouse,汕頭話讀本,職業|經商
養囝,iáng-kiáⁿ,iang2-kiann2,k10,養子,adopt,汕頭話讀本,
養育,iáng-io̍k,iang2-iok8,k10,養育,support,汕頭話讀本,
饑荒,ki-hng,ki1-hng1,k10,饑荒,famine,汕頭話讀本,
香料,hieⁿ-liāu,hienn1-liau7,k10,香料,spices,汕頭話讀本,
香柴,hioⁿ-tshâ,hionn1-tsha5,k10,檀香木,sandalwood,汕頭話讀本,職業|經商
