teochew_puj_flat,teochew_puj,teochew,mandarin,en
uang5 po2,uâng-pó,王寶,王寶,
uann sim,uaⁿ-sim,安心,,
uann ue3,uaⁿ-ùe,安慰,安慰,
uann2 kong,uáⁿ-kong,碗公,大碗,
uann3 kiann6,uàⁿ-kiãⁿ,案件,案件,
uann3 tshng3,uàⁿ-tshǹg,案床,案床,
uann3 tshng3,uàⁿ-tshǹg,案牀,案床,
uann7 sann khou3,uāⁿ-saⁿ-khòu,換衫褲,換衣服,
ue kiann2,ue-kiáⁿ,鍋囝,小鍋,
ue7 ang kiann2,ūe-ang-kiáⁿ,畫尪囝,畫圖畫,
ue7 sienn3,ūe-sièⁿ,畫像,畫像,
ueh8 hue ho7,u̍eh-hue-hō,劃花號,簽名,
ueh8 tsue7,u̍eh-tsūe,劃襊,劃線,
ui hong,ui-hong,威風,,
ui kuan2,ui-kuán,醫館,醫院,
ui seng,ui-seng,醫生,醫生,
ui2 thoh,úi-thoh,委託,,
ui3,ùi,畏,怕,
ui3 chhin3,ùi-chhìn,畏凊,怕冷,
ui3 si2,ùi-sí,畏死,怕死,
ui3 siou2 li2,ùi-sióu-lí,畏羞恥,害羞,
ui5 teng2,ûi-téng,桅頂,桅頂,
un chiang3,un-chiàng,瘟疫,瘟疫,
un chiang3,un-chiàng,瘟瘴,瘟疫,
un2 tng3,ún-tǹg,穩當,穩妥,
un2 tshang5,ún-tshâng,蘊藏,,
un5 un5,ûn-ûn,紜紜,紜紜,
ur iu6 jim6,ṳ iũ-jĩm,于右任,,
ur5 siou3,ṳ̂-siòu,餘數,,
ur6 pi6,ṳ̃-pĩ,預備,預備,
ut tng2 thau5,ut-tńg-thâu,斡轉頭,轉頭,
ut8 pang5,u̍t-pâng,臥房,臥室,
zu2 bo2,zú-bó,乳母,乳母,
zu2 ho2,zú-hó,愈好,更好,
zu2 lai5 zu2 ho2,zú lâi zú hó,愈來愈好,,
zu2 m6 monn2,zú-m̃-móⁿ,愈不可,越來越不好,
zu5 tshur2,zû-tshṳ́,如此,,
zu5 uat8,zû-ua̍t,逾越,,
zu5 uat8,zû-ua̍t,踰越,,
zuah8 pauh,zua̍h-pauh,熱癤,,
zuah8 pou3,zua̍h-pòu,熱布,夏布,
zuah8 sann,zua̍h-saⁿ,熱衫,夏日外套,
zuan2 lou5,zuán-lôu,暖爐,火鍋,
zun7 gueh8,zūn-gu̍eh,閏月,閏月,
zur2 tiou3,zṳ́-tiòu,毀掉,毀掉,
zur5 zur5,zṳ̂-zṳ̂,挐挐,混亂,
ŭ eng7,ŭ1-ēng,有用,有用,
